loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,st_teff,st_mass,st_rad,rowupdate,pl_facility,last_updated
153,GJ 674,b,GJ 674 b,Radial Velocity,1,4.6938,0.039,0.2,,0.035,Msini,,,3600.0,0.35,,2014-05-14,La Silla Observatory,2014-05-14
154,GJ 676 A,b,GJ 676 A b,Radial Velocity,4,1056.80005,1.82,0.33,,4.96,Msini,,,3734.0,0.73,0.69,2018-09-06,La Silla Observatory,2018-09-06
155,GJ 676 A,c,GJ 676 A c,Radial Velocity,4,7337.0,6.6,,,6.8,Msini,,,3734.0,0.73,0.69,2016-09-29,Paranal Observatory,2016-09-29
156,GJ 676 A,d,GJ 676 A d,Radial Velocity,4,3.6005,,0.262,,0.014,Msini,,,3734.0,0.73,0.69,2016-09-29,La Silla Observatory,2016-09-29
157,GJ 676 A,e,GJ 676 A e,Radial Velocity,4,35.39,,0.125,,0.025,Msini,,,3734.0,0.73,0.69,2016-09-29,La Silla Observatory,2016-09-29
158,GJ 687,b,GJ 687 b,Radial Velocity,1,38.14,0.17,0.04,,0.06,Msini,,,3340.0,0.45,0.43,2018-09-06,Lick Observatory,2018-09-06
159,GJ 832,b,GJ 832 b,Radial Velocity,2,3657.0,3.56,0.08,,0.68,Msini,,,3472.0,0.45,,2014-06-25,Anglo-Australian Telescope,2014-06-25
160,GJ 832,c,GJ 832 c,Radial Velocity,2,35.68,0.163,0.18,,0.017,Msini,,,3472.0,0.45,,2014-06-25,Multiple Observatories,2014-06-25
161,GJ 849,b,GJ 849 b,Radial Velocity,1,1882.0,2.35,0.04,,1.0,Msini,,,3241.0,0.65,0.53,2018-09-06,W. M. Keck Observatory,2018-09-06
162,GJ 86,b,GJ 86 b,Radial Velocity,1,15.76491,0.11,0.04,,4.42,Msini,,,5182.0,0.93,0.77,2018-09-06,La Silla Observatory,2018-09-06
163,GJ 876,b,GJ 876 b,Radial Velocity,4,61.1166,0.208317,0.0324,59.0,2.2756,Mass,,,,0.32,0.3,2014-08-27,Multiple Observatories,2014-08-27
164,GJ 876,c,GJ 876 c,Radial Velocity,4,30.0881,0.12959,0.25590999999999997,59.0,0.7142,Mass,,,,0.32,0.3,2014-08-27,Multiple Observatories,2014-08-27
165,GJ 876,d,GJ 876 d,Radial Velocity,4,1.93778,0.020807,0.207,59.0,0.021,Mass,,,,0.32,0.3,2014-08-27,W. M. Keck Observatory,2014-08-27
166,GJ 876,e,GJ 876 e,Radial Velocity,4,124.26,0.3343,0.055,59.0,0.046,Mass,,,,0.32,0.3,2014-08-27,W. M. Keck Observatory,2014-08-27
167,GJ 96,b,GJ 96 b,Radial Velocity,1,73.94,0.291,0.44,,0.061860000000000005,Msini,,,3785.0,0.6,,2018-11-08,Haute-Provence Observatory,2018-11-08
168,GJ 9827,b,GJ 9827 b,Transit,3,1.2089802,0.01888,,85.73,0.010759999999999999,Mass,0.145,4.5,4269.0,0.61,0.61,2018-06-21,K2,2018-06-21
169,GJ 9827,c,GJ 9827 c,Transit,3,3.648083,0.03942,,88.05,0.00761,Mass,0.113,6.4,4269.0,0.61,0.61,2018-06-21,K2,2018-06-21
170,GJ 9827,d,GJ 9827 d,Transit,3,6.201467,0.05615,,87.39,0.01636,Mass,0.185,3.23,4269.0,0.61,0.61,2018-06-21,K2,2018-06-21
171,GQ Lup,b,GQ Lup b,Imaging,1,,100.0,,,20.0,Mass,3.0,,,0.7,,2014-05-14,Paranal Observatory,2014-05-14
172,GSC 06214-00210,b,GSC 06214-00210 b,Imaging,1,,320.0,,,16.0,Mass,,,4200.0,0.9,,2015-04-01,Palomar Observatory,2015-04-01
173,GU Psc,b,GU Psc b,Imaging,1,,2000.0,,,11.3,Mass,1.265,,,0.33,,2014-05-14,Gemini Observatory,2014-05-14
174,HAT-P-1,b,HAT-P-1 b,Transit,1,4.46529976,0.05561,,85.634,0.525,Mass,1.319,0.282,5980.0,1.15,1.17,2015-09-10,HATNet,2015-09-10
175,HAT-P-11,b,HAT-P-11 b,Transit,2,4.88780244,0.052539999999999996,0.218,,0.07362,Msini,0.389,,4780.0,0.81,0.68,2019-01-31,HATNet,2019-01-31
176,HAT-P-11,c,HAT-P-11 c,Radial Velocity,2,3407.0,4.13,0.601,,1.5951899999999999,Msini,,,4780.0,0.81,0.68,2019-01-31,W. M. Keck Observatory,2019-01-31
177,HAT-P-12,b,HAT-P-12 b,Transit,1,3.2130598,0.0384,0.0,89.0,0.211,Mass,0.9590000000000001,0.3192,4650.0,0.73,0.7,2014-05-14,HATNet,2014-05-14
178,HAT-P-13,b,HAT-P-13 b,Transit,2,2.91625,,0.0133,83.4,0.851,Mass,1.272,,5653.0,1.22,1.56,2014-10-15,HATNet,2014-10-15
179,HAT-P-13,c,HAT-P-13 c,Radial Velocity,2,446.27,,0.6616,,14.28,Msini,,,5653.0,1.22,1.56,2019-01-31,W. M. Keck Observatory,2019-01-31
180,HAT-P-14,b,HAT-P-14 b,Transit,1,4.62767,,0.11,83.5,3.44,Mass,1.42,,6600.0,2.65,1.82,2018-04-26,HATNet,2018-04-26
181,HAT-P-15,b,HAT-P-15 b,Transit,1,10.8635,,0.19,89.1,1.94,Mass,1.06,,5568.0,1.0,1.07,2018-04-26,HATNet,2018-04-26
182,HAT-P-16,b,HAT-P-16 b,Transit,1,2.77596,0.0413,0.036,86.6,4.193,Mass,1.2890000000000001,2.42,6158.0,1.22,1.24,2014-05-14,HATNet,2014-05-14
183,HAT-P-17,b,HAT-P-17 b,Transit,2,10.33852,,0.35,89.2,0.58,Mass,1.05,,5246.0,0.99,0.87,2018-04-26,HATNet,2018-04-26
184,HAT-P-17,c,HAT-P-17 c,Radial Velocity,2,5584.0,5.6,0.39,,3.4,Msini,,,5246.0,0.99,0.87,2014-05-14,W. M. Keck Observatory,2014-05-14
185,HAT-P-18,b,HAT-P-18 b,Transit,1,5.508023,0.0559,0.084,88.8,0.197,Mass,0.995,0.25,4803.0,0.77,0.75,2014-05-14,HATNet,2014-05-14
186,HAT-P-19,b,HAT-P-19 b,Transit,1,4.008778,0.0466,0.067,88.2,0.292,Mass,1.1320000000000001,0.25,4990.0,0.84,0.82,2014-05-14,HATNet,2014-05-14
187,HAT-P-2,b,HAT-P-2 b,Transit,1,5.6335158,0.06813999999999999,0.5172,,8.62,Msini,,,6380.0,1.33,1.39,2018-09-27,HATNet,2018-09-27
188,HAT-P-20,b,HAT-P-20 b,Transit,1,2.875317,0.0361,0.015,86.8,7.246,Mass,0.867,13.78,4595.0,0.76,0.69,2014-05-14,HATNet,2014-05-14
189,HAT-P-21,b,HAT-P-21 b,Transit,1,4.12448,,0.23,87.2,4.87,Mass,1.11,,5588.0,1.24,1.21,2018-04-26,HATNet,2018-04-26
190,HAT-P-22,b,HAT-P-22 b,Transit,1,3.21222,,0.02,86.9,2.47,Mass,1.15,,5302.0,1.13,1.11,2018-04-26,HATNet,2018-04-26
191,HAT-P-23,b,HAT-P-23 b,Transit,1,1.21288,,0.11,85.1,1.34,Mass,1.09,,5905.0,0.58,0.96,2018-04-26,HATNet,2018-04-26
192,HAT-P-24,b,HAT-P-24 b,Transit,1,3.35524,,0.07,88.6,0.75,Mass,1.3,,6373.0,1.37,1.38,2018-04-26,HATNet,2018-04-26
193,HAT-P-25,b,HAT-P-25 b,Transit,1,3.65281514,0.0466,0.023,88.22,0.569,Mass,1.135,0.483,5519.0,1.01,0.92,2019-01-17,HATNet,2019-01-17
194,HAT-P-26,b,HAT-P-26 b,Transit,1,4.23452,,0.12,88.6,0.07,Mass,0.63,,5079.0,1.12,0.87,2018-04-26,HATNet,2018-04-26
195,HAT-P-27,b,HAT-P-27 b,Transit,1,3.039577,0.04,0.0,85.0,0.62,Mass,1.02,,5300.0,0.94,0.9,2018-02-01,HATNet,2018-02-01
196,HAT-P-28,b,HAT-P-28 b,Transit,1,3.257215,0.0434,0.051,88.0,0.626,Mass,1.212,0.44,5680.0,1.02,1.1,2014-05-14,HATNet,2014-05-14
197,HAT-P-29,b,HAT-P-29 b,Transit,1,5.72319,,0.09,87.1,0.88,Mass,1.17,,6087.0,1.45,1.3,2018-04-26,HATNet,2018-04-26
198,HAT-P-3,b,HAT-P-3 b,Transit,1,2.8997,,0.0,87.24,0.65,Mass,0.94,,5185.0,1.06,0.87,2018-05-24,HATNet,2018-05-24
199,HAT-P-30,b,HAT-P-30 b,Transit,1,2.8106,,0.04,83.6,0.83,Mass,1.44,,6304.0,1.55,1.31,2018-04-26,HATNet,2018-04-26
200,HAT-P-31,b,HAT-P-31 b,Transit,1,5.00542,,0.25,87.1,2.27,Mass,1.09,,6065.0,1.31,1.39,2018-04-26,HATNet,2018-04-26
201,HAT-P-32,b,HAT-P-32 b,Transit,1,2.15001,,0.0,88.9,0.83,Mass,1.75,,6207.0,1.09,1.19,2018-04-26,HATNet,2018-04-26
202,HAT-P-33,b,HAT-P-33 b,Transit,1,3.47447,,0.0,87.2,0.92,Mass,1.85,,6446.0,1.82,1.79,2018-04-26,HATNet,2018-04-26
203,HAT-P-34,b,HAT-P-34 b,Transit,1,5.45265,,0.44,87.1,7.01,Mass,1.35,,6442.0,4.26,1.73,2018-04-26,HATNet,2018-04-26
204,HAT-P-35,b,HAT-P-35 b,Transit,1,3.64671,,0.03,87.3,7.52,Mass,3.55,,6096.0,23.56,3.82,2018-04-26,HATNet,2018-04-26
205,HAT-P-36,b,HAT-P-36 b,Transit,1,1.32735,,0.06,86.0,1.53,Mass,1.15,,5560.0,0.78,1.0,2018-04-26,HATNet,2018-04-26
206,HAT-P-37,b,HAT-P-37 b,Transit,1,2.797436,0.0379,0.058,86.9,1.169,Mass,1.178,0.89,5500.0,0.93,0.88,2014-05-14,HATNet,2014-05-14
207,HAT-P-38,b,HAT-P-38 b,Transit,1,4.640382,0.0523,0.067,88.3,0.267,Mass,0.825,0.59,5330.0,0.89,0.92,2014-05-14,HATNet,2014-05-14
208,HAT-P-39,b,HAT-P-39 b,Transit,1,3.54387,0.0509,0.0,87.0,0.599,Mass,1.571,0.19,6430.0,1.4,1.62,2014-05-14,HATNet,2014-05-14
209,HAT-P-4,b,HAT-P-4 b,Transit,1,3.056536,0.04438,0.0,89.91,0.671,Mass,1.274,0.403,5860.0,,,2014-05-14,HATNet,2014-05-14
210,HAT-P-40,b,HAT-P-40 b,Transit,1,4.45724,,0.0,88.3,0.48,Mass,1.52,,6080.0,1.03,1.94,2018-04-26,HATNet,2018-04-26
211,HAT-P-41,b,HAT-P-41 b,Transit,1,2.69405,,0.0,87.7,1.19,Mass,2.05,,6390.0,2.56,2.05,2018-04-26,HATNet,2018-04-26
212,HAT-P-42,b,HAT-P-42 b,Transit,1,4.641878,0.0575,0.0,85.9,1.044,Mass,1.28,0.61,5743.0,1.18,1.53,2014-05-14,HATNet,2014-05-14
213,HAT-P-43,b,HAT-P-43 b,Transit,1,3.332687,0.0443,0.0,88.7,0.662,Mass,1.281,0.39,5645.0,1.05,1.1,2014-05-14,HATNet,2014-05-14
214,HAT-P-44,b,HAT-P-44 b,Transit,2,4.301219,0.0507,0.044,89.1,0.352,Mass,1.242,0.23,5295.0,0.94,0.95,2014-05-14,HATNet,2014-05-14
215,HAT-P-44,c,HAT-P-44 c,Radial Velocity,2,872.2,1.752,0.494,,4.0,Msini,,,5295.0,0.94,0.95,2014-05-14,W. M. Keck Observatory,2014-05-14
216,HAT-P-45,b,HAT-P-45 b,Transit,1,3.128992,0.0452,0.049,87.8,0.892,Mass,1.426,0.38,6330.0,1.26,1.32,2014-05-14,HATNet,2014-05-14
217,HAT-P-46,b,HAT-P-46 b,Transit,1,4.463129,0.0577,0.123,85.5,0.493,Mass,1.284,0.28,6120.0,1.28,1.4,2014-05-14,HATNet,2014-05-14
218,HAT-P-49,b,HAT-P-49 b,Transit,1,2.69155,,0.0,86.2,2.2,Mass,1.59,,6820.0,2.22,2.06,2018-04-26,HATNet,2018-04-26
219,HAT-P-5,b,HAT-P-5 b,Transit,1,2.78849,,0.0,86.75,0.98,Mass,1.21,,5960.0,1.04,1.12,2018-05-24,HATNet,2018-05-24
220,HAT-P-50,b,HAT-P-50 b,Transit,1,3.1220109,0.0453,0.115,83.65,1.35,Mass,1.288,0.78,6280.0,1.27,1.7,2015-11-19,HATNet,2015-11-19
221,HAT-P-51,b,HAT-P-51 b,Transit,1,4.2180278,0.05069,0.123,88.48,0.309,Mass,1.2930000000000001,0.178,5449.0,0.98,1.04,2015-11-19,HATNet,2015-11-19
222,HAT-P-52,b,HAT-P-52 b,Transit,1,2.7535953,0.03694,0.047,87.02,0.818,Mass,1.0090000000000001,0.98,5131.0,0.89,0.89,2015-11-19,HATNet,2015-11-19
223,HAT-P-53,b,HAT-P-53 b,Transit,1,1.9616241,0.03159,0.134,86.2,1.484,Mass,1.318,0.8,5956.0,1.09,1.21,2015-11-19,HATNet,2015-11-19
224,HAT-P-54,b,HAT-P-54 b,Transit,1,3.799847,0.04117,0.074,87.04,0.76,Mass,0.9440000000000001,1.118,4390.0,0.65,0.62,2015-04-24,HATNet,2015-04-24
225,HAT-P-55,b,HAT-P-55 b,Transit,1,3.5852467,0.04604,0.139,87.7,0.582,Mass,1.182,0.435,5808.0,1.01,1.01,2015-06-17,HATNet,2015-06-17
226,HAT-P-56,b,HAT-P-56 b,Transit,1,2.79083,,,82.13,2.31,Mass,1.51,,6566.0,1.42,1.47,2018-04-26,HATNet,2018-04-26
227,HAT-P-57,b,HAT-P-57 b,Transit,1,2.4653,,0.0,88.26,1.41,Mass,1.74,,6330.0,2.77,1.85,2018-04-26,HATNet,2018-04-26
228,HAT-P-6,b,HAT-P-6 b,Transit,1,3.85298,,0.0,85.51,1.32,Mass,1.48,,6570.0,1.79,1.62,2018-04-26,HATNet,2018-04-26
229,HAT-P-65,b,HAT-P-65 b,Transit,1,2.6054552,0.03951,0.304,84.2,0.527,Mass,1.89,0.096,5835.0,1.21,1.86,2016-09-15,HATNet,2016-09-15
230,HAT-P-66,b,HAT-P-66 b,Transit,1,2.972086,0.04363,0.09,86.2,0.783,Mass,1.59,0.242,6002.0,1.25,1.88,2016-09-15,HATNet,2016-09-15
231,HAT-P-67,b,HAT-P-67 b,Transit,1,4.8101025,0.06505,0.0,88.8,0.34,Mass,2.085,0.052,6406.0,1.64,2.55,2017-04-13,HATNet,2017-04-13
232,HAT-P-7,b,HAT-P-7 b,Transit,1,2.20474,,0.0,83.11,1.84,Mass,1.51,,6389.0,1.56,2.0,2018-04-26,HATNet,2018-04-26
233,HAT-P-8,b,HAT-P-8 b,Transit,1,3.07634,,0.0,87.8,1.28,Mass,1.4,,6200.0,1.27,1.57,2018-04-26,HATNet,2018-04-26
234,HAT-P-9,b,HAT-P-9 b,Transit,1,3.92289,0.053,0.0,86.5,0.78,Mass,1.4,0.35,6350.0,1.28,1.32,2014-05-14,HATNet,2014-05-14
235,HATS-1,b,HATS-1 b,Transit,1,3.446459,0.0444,0.12,85.6,1.855,Mass,1.3019999999999998,1.03,5870.0,0.99,1.04,2014-05-14,HATSouth,2014-05-14
236,HATS-10,b,HATS-10 b,Transit,1,3.312846,0.044910000000000005,0.501,87.79,0.526,Mass,0.9690000000000001,0.7,5880.0,1.1,1.1,2015-05-21,HATSouth,2015-05-21
237,HATS-11,b,HATS-11 b,Transit,1,3.619188,0.0507,,,,,1.609,,6563.0,1.33,1.54,2018-10-26,HATSouth,2018-10-26
238,HATS-12,b,HATS-12 b,Transit,1,3.142702,0.0441,,,,,0.6920000000000001,,6357.0,1.16,1.17,2018-10-26,HATSouth,2018-10-26
239,HATS-13,b,HATS-13 b,Transit,1,3.0440499,0.04057,0.181,88.55,0.543,Mass,1.212,0.377,5523.0,0.96,0.89,2015-08-13,HATSouth,2015-08-13
240,HATS-14,b,HATS-14 b,Transit,1,2.7667641,0.03815,0.142,88.83,1.071,Mass,1.0390000000000001,1.191,5346.0,0.97,0.93,2015-08-13,HATSouth,2015-08-13
241,HATS-15,b,HATS-15 b,Transit,1,1.74748753,0.02712,0.126,87.13,2.17,Mass,1.105,1.97,5311.0,0.87,0.92,2016-06-23,HATSouth,2016-06-23
242,HATS-16,b,HATS-16 b,Transit,1,2.686502,0.03744,0.0,83.53,3.27,Mass,1.3,1.86,5738.0,0.97,1.24,2016-06-23,HATSouth,2016-06-23
243,HATS-17,b,HATS-17 b,Transit,1,16.254611,0.1308,0.029,89.08,1.338,Mass,0.777,3.5,5846.0,1.13,1.09,2016-09-15,HATSouth,2016-09-15
244,HATS-18,b,HATS-18 b,Transit,1,0.8378434,0.01761,0.166,85.5,1.98,Mass,1.337,1.02,5600.0,1.04,1.02,2016-10-27,Multiple Observatories,2016-10-27
245,HATS-2,b,HATS-2 b,Transit,1,1.354133,0.023,0.0,87.2,1.345,Mass,1.168,1.05,5227.0,0.88,0.9,2014-05-14,HATSouth,2014-05-14
246,HATS-22,b,HATS-22 b,Transit,1,4.7228124,0.05025,0.079,87.96,2.74,Mass,0.953,3.89,4803.0,0.76,0.69,2017-03-16,HATSouth,2017-03-16
247,HATS-23,b,HATS-23 b,Transit,1,2.1605156,0.03397,0.114,81.02,1.47,Mass,1.86,0.29,5780.0,1.12,1.2,2017-03-16,HATSouth,2017-03-16
248,HATS-24,b,HATS-24 b,Transit,1,1.3484954,0.02547,0.242,86.6,2.44,Mass,1.4869999999999999,0.92,6346.0,1.21,1.17,2017-03-16,HATSouth,2017-03-16
249,HATS-25,b,HATS-25 b,Transit,1,4.2986432,0.051629999999999995,0.176,86.93,0.613,Mass,1.26,0.38,5715.0,0.99,1.11,2016-06-09,HATSouth,2016-06-09
250,HATS-26,b,HATS-26 b,Transit,1,3.3023881,0.04735,0.245,86.2,0.65,Mass,1.75,0.153,6071.0,1.3,2.04,2016-06-09,HATSouth,2016-06-09
251,HATS-27,b,HATS-27 b,Transit,1,4.637038,0.0611,0.581,87.3,0.53,Mass,1.5,0.18,6438.0,1.42,1.74,2016-06-09,HATSouth,2016-06-09
252,HATS-28,b,HATS-28 b,Transit,1,3.1810781,0.04131,0.202,86.17,0.672,Mass,1.194,0.48,5498.0,0.93,0.92,2016-06-09,HATSouth,2016-06-09
253,HATS-29,b,HATS-29 b,Transit,1,4.6058749,0.05475,0.158,87.37,0.653,Mass,1.251,0.411,5670.0,1.03,1.07,2016-06-09,HATSouth,2016-06-09
254,HATS-3,b,HATS-3 b,Transit,1,3.547851,0.0485,0.0,86.2,1.071,Mass,1.381,0.51,6351.0,1.21,1.4,2014-05-14,HATSouth,2014-05-14
255,HATS-30,b,HATS-30 b,Transit,1,3.1743516,0.043539999999999995,0.096,86.84,0.706,Mass,1.175,0.543,5943.0,1.09,1.06,2016-06-09,HATSouth,2016-06-09
256,HATS-31,b,HATS-31 b,Transit,1,3.37796,0.0478,0.233,85.0,0.88,Mass,1.64,0.243,6050.0,1.27,1.87,2016-12-01,HATSouth,2016-12-01
257,HATS-32,b,HATS-32 b,Transit,1,2.8126548,0.04024,0.471,87.1,0.92,Mass,1.249,0.58,5700.0,1.1,1.1,2016-12-01,HATSouth,2016-12-01
258,HATS-33,b,HATS-33 b,Transit,1,2.5495551,0.03727,0.08,87.62,1.192,Mass,1.23,0.79,5659.0,1.06,1.02,2016-12-01,HATSouth,2016-12-01
259,HATS-34,b,HATS-34 b,Transit,1,2.1061607,0.03166,0.108,82.28,0.941,Mass,1.43,0.4,5380.0,0.95,0.98,2016-12-01,HATSouth,2016-12-01
260,HATS-35,b,HATS-35 b,Transit,1,1.8209993,0.03199,0.306,86.9,1.222,Mass,1.464,0.484,6300.0,1.32,1.43,2016-12-01,HATSouth,2016-12-01
261,HATS-36,b,HATS-36 b,Transit,1,4.175186,0.0523,,,,,1.153,,5950.0,1.1,1.1,2018-10-26,HATSouth,2018-10-26
262,HATS-39,b,HATS-39 b,Transit,1,4.5776348,0.060070000000000005,0.275,84.98,0.63,Mass,1.57,0.202,6572.0,1.38,1.62,2018-04-12,HATSouth,2018-04-12
263,HATS-4,b,HATS-4 b,Transit,1,2.516729,0.0362,0.013,88.5,1.323,Mass,1.02,1.55,5403.0,1.0,0.93,2014-07-02,HATSouth,2014-07-02
264,HATS-40,b,HATS-40 b,Transit,1,3.2642736,0.04997,0.312,85.8,1.59,Mass,1.58,0.49,6460.0,1.56,2.26,2018-04-12,HATSouth,2018-04-12
265,HATS-41,b,HATS-41 b,Transit,1,4.193649,0.0583,0.38,80.4,9.7,Mass,1.33,5.1,6424.0,1.5,1.71,2018-04-12,HATSouth,2018-04-12
266,HATS-42,b,HATS-42 b,Transit,1,2.292102,0.03689,0.229,85.1,1.88,Mass,1.4,0.83,6060.0,1.27,1.48,2018-04-12,HATSouth,2018-04-12
267,HATS-43,b,HATS-43 b,Transit,1,4.3888497,0.04944,0.173,89.24,0.261,Mass,1.18,0.191,5099.0,0.84,0.81,2018-05-24,HATSouth,2018-05-24
268,HATS-44,b,HATS-44 b,Transit,1,2.7439004,0.036489999999999995,0.279,84.65,0.56,Mass,1.067,0.56,5080.0,0.86,0.85,2018-05-24,HATSouth,2018-05-24
269,HATS-45,b,HATS-45 b,Transit,1,4.1876244,0.05511,0.24,85.61,0.7,Mass,1.286,0.41,6450.0,1.27,1.31,2018-05-24,HATSouth,2018-05-24
270,HATS-46,b,HATS-46 b,Transit,1,4.7423729,0.05367,0.559,87.32,0.173,Mass,0.903,0.28,5495.0,0.92,0.85,2018-05-24,HATSouth,2018-05-24
271,HATS-5,b,HATS-5 b,Transit,1,4.763387,0.0542,0.019,89.3,0.237,Mass,0.912,0.39,5304.0,0.94,0.87,2014-05-14,HATSouth,2014-05-14
272,HATS-50,b,HATS-50 b,Transit,1,3.8297015,0.050460000000000005,0.516,87.54,0.39,Mass,1.13,0.33,5990.0,1.17,1.12,2018-01-05,HATSouth,2018-01-05
273,HATS-51,b,HATS-51 b,Transit,1,3.3488702,0.04639,0.33,87.1,0.768,Mass,1.41,0.34,5758.0,1.19,1.44,2018-01-05,HATSouth,2018-01-05
274,HATS-52,b,HATS-52 b,Transit,1,1.36665436,0.024980000000000002,0.246,84.7,2.24,Mass,1.382,1.06,6010.0,1.11,1.05,2018-01-05,HATSouth,2018-01-05
275,HATS-53,b,HATS-53 b,Transit,1,3.8537768,0.04753,0.33,88.78,0.595,Mass,1.34,0.303,5644.0,0.96,1.1,2018-01-05,HATSouth,2018-01-05
276,HATS-59,b,HATS-59 b,Transit,2,5.416081,0.06112000000000001,0.129,88.1,0.806,Mass,1.126,0.7,5670.0,1.04,1.04,2018-12-06,HATSouth,2018-12-06
277,HATS-59,c,HATS-59 c,Radial Velocity,2,1422.0,2.504,0.083,,12.7,Msini,,,5670.0,1.04,1.04,2018-12-06,HATSouth,2018-12-06
278,HATS-6,b,HATS-6 b,Transit,1,3.3252725,0.03623,0.0,88.21,0.319,Mass,0.998,0.399,3724.0,0.57,0.57,2015-05-14,HATSouth,2015-05-14
279,HATS-60,b,HATS-60 b,Transit,1,3.560829,0.047080000000000004,0.191,86.28,0.662,Mass,1.153,0.537,5688.0,1.1,1.46,2019-01-17,HATSouth,2019-01-17
280,HATS-61,b,HATS-61 b,Transit,1,7.817953,0.07908,0.092,87.15,3.4,Mass,1.195,2.47,5542.0,1.08,1.66,2019-01-17,HATSouth,2019-01-17
281,HATS-62,b,HATS-62 b,Transit,1,3.2768837,0.04163,0.298,87.92,0.179,Mass,1.055,0.076,5416.0,0.9,0.93,2019-01-17,HATSouth,2019-01-17
282,HATS-63,b,HATS-63 b,Transit,1,3.0566527,0.040260000000000004,0.136,84.86,0.96,Mass,1.207,0.67,5627.0,0.93,1.07,2019-01-17,HATSouth,2019-01-17
283,HATS-64,b,HATS-64 b,Transit,1,4.908897,0.06562,0.151,87.24,0.96,Mass,1.679,0.245,6554.0,1.56,2.11,2019-01-17,HATSouth,2019-01-17
284,HATS-65,b,HATS-65 b,Transit,1,3.105161,0.044969999999999996,0.062,84.82,0.821,Mass,1.501,0.3,6277.0,1.26,1.31,2019-01-17,HATSouth,2019-01-17
285,HATS-66,b,HATS-66 b,Transit,1,3.1414391,0.047139999999999994,0.064,87.06,5.33,Mass,1.411,2.34,6626.0,1.41,1.84,2019-01-17,HATSouth,2019-01-17
286,HATS-67,b,HATS-67 b,Transit,1,1.6091788,0.03032,0.057,79.03,1.45,Mass,1.685,0.374,6594.0,1.44,1.44,2019-01-17,HATSouth,2019-01-17
287,HATS-68,b,HATS-68 b,Transit,1,3.5862202,0.050710000000000005,0.036,83.21,1.29,Mass,1.232,0.856,6147.0,1.35,1.75,2019-01-17,HATSouth,2019-01-17
288,HATS-69,b,HATS-69 b,Transit,1,2.2252577,0.03211,0.519,88.49,0.577,Mass,0.945,0.46,5137.0,0.89,0.88,2019-01-17,HATSouth,2019-01-17
289,HATS-7,b,HATS-7 b,Transit,1,3.185315,0.040119999999999996,0.17,87.92,0.12,Mass,0.563,0.83,4985.0,0.85,0.81,2018-05-24,HATSouth,2018-05-24
290,HATS-8,b,HATS-8 b,Transit,1,3.583893,0.046669999999999996,0.376,87.8,0.138,Mass,0.873,0.259,5679.0,1.06,1.09,2015-06-17,HATSouth,2015-06-17
291,HATS-9,b,HATS-9 b,Transit,1,1.915291,0.0312,,,,,1.236,,5599.0,1.1,1.56,2018-10-26,HATSouth,2018-10-26
292,HD 100546,b,HD 100546 b,Imaging,1,,53.0,,,,,6.9,,10500.0,2.4,,2015-05-14,Paranal Observatory,2015-05-14
293,HD 100655,b,HD 100655 b,Radial Velocity,1,157.57001,0.68,0.09,,1.61,Msini,,,4891.0,2.28,10.06,2018-09-06,Bohyunsan Optical Astronomical Observatory,2018-09-06
294,HD 100777,b,HD 100777 b,Radial Velocity,1,383.70001,1.03,0.36,,1.03,Msini,,,5533.0,0.83,1.04,2018-09-06,La Silla Observatory,2018-09-06
295,HD 10180,c,HD 10180 c,Radial Velocity,6,5.75969,0.06412000000000001,0.073,,0.0416,Msini,,,5911.0,1.06,1.11,2015-06-25,La Silla Observatory,2015-06-25
296,HD 10180,d,HD 10180 d,Radial Velocity,6,16.357,0.12859,0.131,,0.0378,Msini,,,5911.0,1.06,1.11,2015-06-25,La Silla Observatory,2015-06-25
297,HD 10180,e,HD 10180 e,Radial Velocity,6,49.748,0.2699,0.051,,0.0805,Msini,,,5911.0,1.06,1.11,2015-06-25,La Silla Observatory,2015-06-25
298,HD 10180,f,HD 10180 f,Radial Velocity,6,122.744,0.4929,0.119,,0.0722,Msini,,,5911.0,1.06,1.11,2015-06-25,La Silla Observatory,2015-06-25
299,HD 10180,g,HD 10180 g,Radial Velocity,6,604.67,1.427,0.263,,0.0732,Msini,,,5911.0,1.06,1.11,2015-06-25,La Silla Observatory,2015-06-25
300,HD 10180,h,HD 10180 h,Radial Velocity,6,2205.0,3.381,0.095,,0.2066,Msini,,,5911.0,1.06,1.11,2015-06-25,La Silla Observatory,2015-06-25
301,HD 101930,b,HD 101930 b,Radial Velocity,1,70.46,0.3,0.11,,0.25,Msini,,,5108.0,0.57,0.86,2018-09-06,La Silla Observatory,2018-09-06
302,HD 102117,b,HD 102117 b,Radial Velocity,1,20.8133,0.15,0.12,,0.17,Msini,,,5655.0,1.06,1.23,2018-09-06,La Silla Observatory,2018-09-06
303,HD 102195,b,HD 102195 b,Radial Velocity,1,4.11377,0.05,0.0,,0.41,Msini,,,5301.0,0.76,0.82,2018-09-06,Kitt Peak National Observatory,2018-09-06
304,HD 102272,b,HD 102272 b,Radial Velocity,1,127.58,0.51,0.05,,4.94,Msini,,,4790.0,1.45,10.3,2018-09-06,McDonald Observatory,2018-09-06
