Year,Station,Entry-Weekday,Entry-Sat,Entry-Sun,Exit-Weekday,Exit-Sat,Exit-Sun,Entry & Exit-Annual
2016,South Wimbledon                    ,8026,5152,3356,7172,4868,3310,4.76
2016,South Woodford                     ,7609,5257,2906,9271,6084,3652,5.25
2016,Stamford Brook                     ,4478,2975,2029,4159,2544,1833,2.70
2016,Stanmore                           ,6290,4596,3205,6353,4240,3277,4.04
2016,Stepney Green                      ,10854,6506,4870,9810,5588,4535,6.41
2016,Stockwell                          ,19858,14091,10099,15283,12266,9600,11.42
2016,Stonebridge Park                   ,4248,2694,1745,3927,2452,1546,2.53
2016,Charing Cross                      ,12597,13419,9267,11147,9951,6057,8.13
2016,Stratford                          ,98387,100920,74689,92017,97318,70509,67.05
2016,Sudbury Hill                       ,3122,2044,1291,3269,1949,1285,1.98
2016,Sudbury Town                       ,3400,2329,1594,2909,1987,1388,2.00
2016,Swiss Cottage                      ,12245,8461,5850,11663,7965,5603,7.58
2016,Temple                             ,14537,5300,3233,14339,5319,2973,8.22
2016,Theydon Bois                       ,1348,1120,598,1307,1005,552,0.85
2016,Tooting Bec                        ,13007,9448,6163,11824,8079,6197,7.92
2016,Tooting Broadway                   ,25099,19387,12889,24266,17633,12665,15.92
2016,London Bridge                      ,119133,82638,47882,105904,78190,44292,70.74
2016,Tottenham Hale                     ,21075,16947,12225,19233,15211,10549,13.21
2016,Totteridge & Whetstone             ,3838,2212,1387,3511,1931,1280,2.23
2016,Victoria                           ,122688,99988,79669,129114,98315,81069,83.50
2016,Tufnell Park                       ,5927,4785,3381,5502,3740,2930,3.71
2016,Turnham Green                      ,8766,6201,4253,9041,6085,4327,5.65
2016,Turnpike Lane                      ,16169,14084,10071,16476,12961,10125,10.86
2016,Upminster                          ,8451,5605,2526,9280,5003,2589,5.34
2016,Upminster Bridge                   ,2104,718,363,2031,639,360,1.16
2016,Upney                              ,4708,2739,1779,4215,2355,1570,2.72
2016,Upton Park                         ,16454,11844,8165,15263,10744,7812,10.14
2016,Uxbridge                           ,13861,8659,5331,13619,7934,5468,8.45
2016,Tower Hill                         ,33616,30185,19236,32173,27530,17859,21.83
2016,Walthamstow Central                ,29421,32106,17137,37650,38834,18600,22.77
2016,Wanstead                           ,4642,3574,2310,4587,3277,2257,2.96
2016,Warren Street                      ,36181,14138,9587,34429,13029,8542,20.35
2016,Warwick Avenue                     ,7314,5205,3698,6704,4798,3752,4.51
2016,Oxford Circus                      ,126188,116404,71281,123305,112699,68107,83.26
2016,Watford                            ,3233,1600,1072,2889,1551,1027,1.84
2016,Wembley Central                    ,8553,7221,4625,9098,7483,4518,5.77
2016,Wembley Park                       ,23116,18819,14112,22587,18005,13446,15.10
2016,West Acton                         ,2818,2382,1586,2704,2234,1529,1.82
2016,Westbourne Park                    ,6769,4303,2649,6171,3425,2479,3.98
2016,West Brompton                      ,9819,4869,3109,10737,5271,3166,6.10
2016,West Finchley                      ,2848,1658,982,2661,1349,968,1.67
2016,West Ham                           ,4429,3921,2663,5883,5379,3559,3.46
2016,West Hampstead                     ,18415,12417,7976,16932,10666,7222,11.04
2016,West Harrow                        ,2244,1631,960,2496,1705,1020,1.49
2016,West Kensington                    ,8033,5930,4194,7739,5199,4139,5.06
2016,Westminster                        ,41969,39110,28706,41695,37011,26432,28.38
2016,West Ruislip                       ,2694,2069,1137,2552,1967,1062,1.67
2016,Whitechapel                        ,23765,12976,8910,23464,13043,9180,14.37
2016,White City                         ,15617,7293,4661,14678,7057,4533,8.95
2016,Willesden Green                    ,14180,11126,7864,13449,9742,7345,8.97
2016,Willesden Junction                 ,7581,5250,2980,7609,4884,3091,4.73
2016,Wimbledon                          ,19014,17724,10816,21308,18732,11183,13.40
2016,Wimbledon Park                     ,3231,2206,1257,2832,1903,1223,1.89
2016,Woodford                           ,9178,6813,4016,8862,6012,3807,5.69
2016,Wood Green                         ,20404,17684,12537,19093,16331,11914,13.20
2016,Woodside Park                      ,4842,2922,1810,4382,3033,2031,2.87
2016,Hammersmith (H&C)                  ,17965,11010,6068,16681,10618,5416,10.57
2016,Edgware Road (Bak)                 ,8014,5281,3464,8012,5322,3328,5.01
2016,Shepherd's Bush (H&C)              ,5512,4664,3011,5344,4248,3079,3.57
2016,Pimlico                            ,19328,11227,8402,17755,10504,8090,11.49
2016,Vauxhall                           ,52040,36661,27633,48461,32900,26444,32.23
2016,Brixton                            ,52499,42516,29758,48573,41908,29559,33.46
2016,Hatton Cross                       ,5069,3993,3168,4808,3615,2835,3.25
2016,Heathrow Terminals 123             ,11046,11922,12713,9588,9955,10559,7.73
2016,Heathrow Terminal 4                ,3200,3663,3903,2730,3424,3045,2.28
2016,Heathrow Terminal 5                ,6482,6453,7710,5489,5305,6054,4.45
2016,Tottenham Court Road               ,60293,52911,34533,57854,52098,33172,39.35
2016,Bermondsey                         ,17334,13564,9216,16584,13145,9395,11.07
2016,Canada Water                       ,20736,19810,14071,21528,19967,14360,14.44
2016,North Greenwich                    ,38592,36290,24531,39497,37460,23954,26.45
2016,Canary Wharf                       ,93297,35247,25111,96171,37211,27135,54.79
2016,Canning Town                       ,18634,15102,10578,17731,13752,9974,11.91
2017,Acton Town,9531,6716,4744,9382,6617,4785,6.04
2017,Aldgate,15080,4397,3261,16023,5909,4230,8.85
2017,Aldgate East,22327,16166,13323,21071,13893,11347,14.00
2017,Alperton,4495,3279,2345,5081,3392,2445,3.05
2017,Amersham,3848,1876,1232,4025,1797,1121,2.32
2017,Angel,30413,20944,13916,30099,22368,13832,19.20
2017,Archway,15336,10701,7424,13956,9023,6816,9.28
2017,Arnos Grove,7443,5868,3986,6732,5100,3745,4.61
2017,Arsenal,4622,3692,2626,3929,3071,2581,2.82
2017,Baker Street,47116,29088,22260,44913,27901,20754,28.78
2017,Balham,22562,17441,10809,22199,15581,10678,14.31
2017,Bank & Monument,112547,29906,17414,111709,29100,16333,61.80
2017,Barbican,20680,7416,5149,20512,7702,5351,11.83
2017,Barking,29410,19930,14113,28165,18712,13372,18.20
2017,Barkingside,2723,1440,931,2661,1403,934,1.62
2017,Barons Court,12188,7011,5009,10959,6051,4894,7.12
2017,Bayswater,6946,6916,6033,6309,6409,5286,4.71
2017,Becontree,6034,3935,2549,5638,3595,2423,3.64
2017,Belsize Park,10868,6114,4791,9207,5596,4541,6.24
2017,Bermondsey,16503,12706,8848,16121,12536,9373,10.64
2017,Bethnal Green,23869,20599,15643,22390,19079,14976,15.57
2017,Blackfriars,26446,10303,8112,24991,8295,6211,14.83
2017,Blackhorse Road,14573,10207,7512,13631,9194,6984,9.00
2017,Bond Street,61234,46690,28468,60124,45840,27253,38.80
2017,Borough,9525,5779,3955,9318,6268,4140,5.87
2017,Boston Manor,3893,2378,1724,3414,2094,1744,2.29
2017,Bounds Green,10509,7995,5470,9196,6878,5232,6.39
2017,Bow Road,9077,6612,4787,8487,5852,4801,5.66
2017,Brent Cross,4080,2728,2290,3791,2499,2144,2.52
2017,Brixton,51028,40770,28965,48822,40211,28135,32.84
2017,Bromley-by-Bow,6307,3719,2438,5937,3317,2428,3.75
2017,Buckhurst Hill,3740,2373,1303,3843,2109,1290,2.30
2017,Burnt Oak,7414,4665,3321,6947,4413,3165,4.49
2017,Caledonian Road,9277,6574,4874,8591,5719,4668,5.72
2017,Camden Town,31046,37481,16303,31183,41851,28383,22.51
2017,Canada Water,21804,21533,14625,22150,21539,14887,15.10
2017,Canary Wharf,86663,36234,25994,86803,37893,27770,50.91
2017,Canning Town,20492,16422,12206,19892,15457,11613,13.28
2017,Cannon Street,18732,4360,3117,15365,3398,2955,9.39
2017,Canons Park,4900,3505,2373,4777,3259,2271,3.07
2017,Chalfont & Latimer,2838,1286,726,2964,1082,573,1.67
2017,Chalk Farm,8997,8721,7683,8003,7056,5373,5.89
2017,Chancery Lane,31085,8066,4071,32778,8195,4038,17.48
2017,Charing Cross,30496,26272,16589,29715,22288,12347,19.47
2017,Chesham,1985,1011,634,1821,912,564,1.13
2017,Chigwell,1021,366,188,727,329,160,0.50
2017,Chiswick Park,3392,2074,1385,3971,2026,1504,2.25
2017,Chorleywood,1369,542,328,1221,545,320,0.75
2017,Clapham Common,15071,13320,9002,16450,13870,9582,10.49
2017,Clapham North,9804,9237,5746,10834,9097,5874,6.86
2017,Clapham South,13665,10189,6726,13359,9193,6880,8.65
2017,Cockfosters,2894,2998,1811,2760,2576,1814,1.93
2017,Colindale,11783,8076,5503,10901,6829,5108,7.14
2017,Colliers Wood,10755,8146,5827,9870,7264,5657,6.70
2017,Covent Garden,22563,27532,17730,24691,36587,20431,17.54
2017,Croxley,2006,887,489,1877,825,489,1.13
2017,Dagenham East,5082,3369,2099,4593,2770,1795,3.00
2017,Dagenham Heathway,9800,6422,4174,9711,6157,4109,6.08
2017,Debden,4365,2100,1100,4076,1836,1035,2.47
2017,Dollis Hill,7035,5118,3974,6107,4252,3576,4.26
2017,Ealing Broadway,27918,18907,12639,25074,17762,12462,16.79
2017,Ealing Common,5017,3634,2486,5002,3413,2470,3.19
2017,Earl's Court,30323,24399,18840,30098,24212,18053,19.99
2017,East Acton,6603,4380,3187,6345,3923,3119,4.08
2017,East Finchley,12133,7616,4980,11528,6609,4958,7.31
2017,East Ham,23269,17213,12184,22485,15768,11628,14.70
2017,East Putney,10103,6648,4301,9678,6019,4512,6.18
2017,Eastcote,5129,2931,1654,4848,2636,1638,3.01
2017,Edgware,8705,5546,4220,8014,5309,4051,5.28
2017,Edgware Road (Bak),7366,4885,3158,7464,4843,3042,4.62
2017,Edgware Road (Cir),11970,6611,4932,11396,6435,4542,7.15
2017,Elephant & Castle,37290,23949,17597,32954,21378,15851,22.10
2017,Elm Park,5724,3184,1801,5138,2896,1787,3.28
2017,Embankment,34869,28002,17980,33686,25955,15578,22.13
2017,Epping,6224,4582,2658,6449,4216,2584,3.97
2017,Euston,65497,52450,43900,64044,51259,39268,43.07
2017,Euston Square,24492,8086,6749,24727,8805,6752,14.13
2017,Fairlop,2081,1394,856,1878,1298,821,1.24
2017,Farringdon,36844,7931,4687,37094,9088,4550,20.14
2017,Finchley Central,12024,7238,4118,11680,6401,4266,7.20
2017,Finchley Road,15534,11037,7909,14715,9443,7514,9.63
2017,Finsbury Park,52158,41968,25405,45233,30510,22325,31.22
2017,Fulham Broadway,15310,12139,6951,15025,10125,6572,9.63
2017,Gants Hill,11215,7326,4905,10582,6971,4806,6.83
2017,Gloucester Road,21724,16396,13126,20559,15425,12030,13.84
2017,Golders Green,13364,9191,7249,12928,8432,7027,8.41
2017,Goldhawk Road,3519,2330,1476,3313,2122,1576,2.14
2017,Goodge Street,12987,6054,3560,12624,6194,3352,7.52
2017,Grange Hill,1213,572,278,1085,488,281,0.67
2017,Great Portland Street,14519,5020,3281,13985,4835,2775,8.08
2017,Green Park,58814,35126,25470,67897,42800,29244,39.34
2017,Greenford,7635,4982,3143,7453,4611,3040,4.68
2017,Gunnersbury,10367,4110,2691,9408,3557,2454,5.71
2017,Hainault,6373,3865,2438,6002,3553,2430,3.80
2017,Hammersmith (Dis),47068,31449,22271,45894,30229,21442,29.31
2017,Hammersmith (H&C),18267,10832,7344,16945,10088,7076,10.85
2017,Hampstead,7192,5531,4827,7223,5740,5349,4.83
2017,Hanger Lane,6547,3994,2691,6086,3537,2478,3.89
2017,Harlesden,5321,3066,2039,5172,2903,1995,3.20
2017,Harrow & Wealdstone,8496,4650,3093,7332,4465,2929,4.83
2017,Harrow-on-the-Hill,16908,11329,7711,18067,11531,7995,10.96
2017,Hatton Cross,5026,3758,3016,4737,3613,2987,3.21
2017,Heathrow Terminal 4,3253,3419,3494,2885,3391,2989,2.29
2017,Heathrow Terminal 5,6659,6383,7743,5700,5191,5919,4.53
2017,Heathrow Terminals 123,11347,12041,12845,9606,9810,10471,7.81
2017,Hendon Central,13207,7560,5685,12181,6560,5278,7.80
2017,High Barnet,7311,4031,2518,6820,3525,2497,4.26
2017,High Street Kensington,20170,14260,10213,19963,13917,9172,12.76
2017,Highbury & Islington,31198,24555,15276,30890,23441,16720,20.09
2017,Highgate,9839,6257,4118,8948,5772,4272,5.87
2017,Hillingdon,3193,2169,1112,2686,1687,1007,1.81
2017,Holborn,51101,28823,17598,56804,31315,18187,32.54
2017,Holland Park,6091,3888,2601,5447,3879,2663,3.63
2017,Holloway Road,10836,7498,5453,10473,6944,5466,6.79
2017,Hornchurch,3723,2269,1042,3705,2299,1061,2.24
2017,Hounslow Central,6080,4252,3022,6423,4073,2929,3.95
2017,Hounslow East,5988,4804,3609,6305,4905,3678,4.04
2017,Hounslow West,5414,4253,3387,5191,4160,3406,3.52
2017,Hyde Park Corner,7515,7654,6368,8292,7400,6454,5.54
2017,Ickenham,1912,1170,621,1958,1146,654,1.17
2017,Kennington,8942,6777,4709,8177,6390,4843,5.58
2017,Kensal Green,4578,3147,2139,3891,2664,2092,2.69
2017,Kensington (Olympia),1640,6965,4157,1616,6391,4232,2.01
2017,Kentish Town,13857,8998,6164,12940,8053,5434,8.35
2017,Kenton,3327,2130,1415,3331,2096,1391,2.07
2017,Kew Gardens,6662,5484,4385,6497,5058,4007,4.37
2017,Kilburn,13475,10578,7920,12733,9837,7841,8.62
2017,Kilburn Park,5153,4424,3149,4948,4116,3070,3.37
2017,King's Cross St. Pancras,149150,117237,98579,146864,112360,89348,97.92
